"Var1" "alveolar type 1 cell" "alveolar type 2 cell" "B-cells-M" "B-cells-PB" "basal cell" "ciliated cell" "club cell" "Dendritic" "endothelial" "fibroblast" "hepatocyte" "ionocyte" "Mast-cells" "melanocytes" "MF-Monocytes" "neuro.e cell" "Neutrophils" "pDCs" "T-cells" "tumor" "Unknown" "unknown stroma1" "unknown stroma2" "unknown stroma3" "unknown stroma4" "unknown stroma5" "Sum_Immune" "Fractional" "Macrophage_analysis" "Tcell_analysis"
"23" "LT_S45" 0 4 12 4 0 0 0 0 0 0 0 0 0 0 1 0 0 0 83 1 10 0 0 0 0 0 110 1 NA NA
"24" "LT_S47" 0 5 4 1 0 0 0 4 22 5 24 0 1 0 297 0 3 0 120 178 7 6 0 45 0 0 437 1 NA NA
"25" "LT_S48" 0 3 0 0 0 0 0 0 2 39 0 0 0 0 7 2 0 0 2 17 1 2 0 0 0 0 10 NA NA NA
"26" "LT_S49" 0 0 14 9 0 0 0 17 1 13 14 0 0 7 69 0 157 35 45 6 7 1 0 0 0 0 353 1 NA NA
"27" "LT_S50" 0 12 1 5 0 0 0 10 1 4 0 0 0 36 254 0 4 0 2 22 1 1 0 0 0 0 277 1 NA NA
"28" "LT_S51" 0 13 0 0 0 0 0 1 0 0 6 0 0 0 131 38 0 0 1 17 0 0 0 0 0 7 133 1 NA NA
"29" "LT_S52" 2 6 0 38 0 0 0 4 1 64 4 0 22 0 76 0 8 0 2 15 2 2 0 0 0 0 152 1 1 1
"30" "LT_S53" 0 9 0 1 0 0 0 0 10 48 1 0 0 0 314 0 0 0 73 100 0 1 0 0 0 0 388 1 NA NA
"31" "LT_S54" 0 0 0 3 0 0 0 0 0 7 0 0 1 0 176 0 0 0 0 1 1 0 0 0 0 0 181 1 NA NA
"32" "LT_S55" 0 3 141 81 0 0 0 2 19 127 0 0 19 0 26 0 0 0 156 17 4 2 0 0 0 0 429 1 NA NA
"33" "LT_S56" 0 12 2 0 19 34 69 3 2 1 4 21 5 20 8 0 60 2 4 322 2 1 1 0 0 0 86 1 1 1
"34" "LT_S57" 70 228 5 23 0 2 13 10 101 339 18 0 64 27 133 0 75 3 154 194 5 28 0 0 0 4 472 1 1 1
"35" "LT_S58" 0 40 4 49 0 0 2 58 12 19 4 0 51 2 247 0 1 42 169 59 0 4 0 0 0 0 621 1 1 1
"36" "LT_S63" 0 1 24 71 0 0 0 18 23 64 0 0 18 6 130 0 0 69 110 629 7 5 101 0 0 3 447 1 NA NA
"37" "LT_S65" 44 50 4 21 0 0 0 8 60 115 1 0 20 0 89 0 11 1 169 5 4 1 0 0 0 0 327 1 1 1
"38" "LT_S66" 1 88 10 41 0 0 32 81 62 216 0 0 109 0 128 0 3 8 311 229 5 1 0 0 0 0 696 1 1 1
"39" "LT_S67" 0 23 18 0 0 0 0 0 0 2 25 1 0 0 9 0 12 0 0 3 2 0 0 0 0 0 41 1 1 NA
"40" "LT_S69" 0 13 105 12 0 0 3 17 3 13 0 0 0 0 128 0 12 1 120 303 1 0 0 0 0 0 396 1 NA NA
"41" "LT_S71" 9 55 42 105 0 1 1 13 83 356 0 0 75 0 76 0 2 2 162 107 3 2 0 0 0 0 480 1 1 1
"42" "LT_S72" 0 1 9 20 0 0 0 9 23 287 1 0 38 0 187 0 93 0 74 6 0 3 0 0 38 0 430 1 NA NA
"43" "LT_S74" 0 8 32 159 0 1 1 5 17 163 0 0 12 0 74 0 0 2 184 72 2 11 0 0 0 0 470 1 1 1
"44" "LT_S75" 0 4 0 6 0 0 1 15 49 6 7 0 0 17 359 0 129 0 52 18 4 0 0 0 0 0 565 1 NA NA
"45" "LT_S78" 50 58 1 13 0 2 0 7 85 23 3 0 10 5 76 0 25 1 58 8 0 0 0 0 0 0 191 1 1 1
"46" "LT_S79" 0 31 17 65 0 1 15 40 69 39 0 0 42 0 55 0 2 7 279 57 2 0 1 0 0 0 509 1 1 1
"47" "LT_S80" 0 5 107 252 0 0 0 79 130 29 0 0 4 0 98 0 1 15 244 15 44 1 0 0 0 0 844 1 NA NA
"48" "LT_S81" 0 1 1 18 0 0 0 9 105 64 105 0 1 6 48 0 16 2 302 0 1 1 0 0 0 0 398 1 NA NA
"49" "LT_S82" 0 13 2 20 0 0 0 9 8 237 0 0 17 0 125 0 11 7 169 13 192 3 1 0 1 0 552 1 1 1
