lung_t_cell_0	lung_t_cell_1	lung_t_cell_2	lung_t_cell_3	lung_t_cell_4
RABGEF1	1.04424959869785	0	0	0	0
ADCY9	1.08565272381302	0	0	0	0
RPS10	0.521996979587064	0	0	0	0
RPL29	0.489177641156719	0	0	0	0
LST1	0.558108150070914	0.417081791168672	0	0	0
C10orf54	0.722523506914543	0	0	0	0
PLCXD1	1.82116687459444	0	0	0	0
WTAP	0.786569952130381	0	0	0	0
KYNU	0.841825455099658	0	0	0	0
RPL26	0.588033810011135	0	0	0	0
GNB2L1	0.540194890744178	0	0	0	0
TES	0.65272933192625	0	0	0	0
RXRA	1.19430303240259	0	0	0	0
MAP2K1	0.902329570334306	0	0	0	0
SYAP1	1.06664973675968	0	0	0	0
RPS19	0.456422960459094	0	0	0	0
NFKB2	0.685847914979489	0	0	0	0
S100A6	0.34981476655755	0	0	0	0.250713487100319
EEF2	0.576088811363006	0	0	0	0
CHD1	0.719361336084674	0	0	0	0
RPL11	0.572744782633114	0	0	0	0
CFLAR	0.539802415577645	0.297316275272094	0	0	0
RPS8	0.497369710015456	0	0	0	0
RPL19	0.451387164093851	0	0	0	0
SLC7A5	0.801431970749684	0	0	0	0
NBPF8	0.612420749323583	0	0	0	0
SLC9A3R1	1.18887740965508	0	0	0	0
METRNL	0.734320802344684	0	0	0	0
BRE-AS1	0.930445333553508	0	0	0	0
UBXN11	1.09087980217317	0	0	0	0
RPS3	0.39887424456361	0	0	0	0
GK5	1.55580963591603	0	0	0	0
AP1S2	0.730765499181058	0.455205888464473	0	0	0
RPL30	0.469233626847057	0	0	0	0
EEF1G	0.558196604457575	0	0	0	0
CLEC4E	0.950702590704251	0	0	0	0
CXCL2	0.464381129425782	0	0	0	0
DOCK4	0.485729164564256	0	0	0	0
LFNG	1.32686288882431	0	0	0	0
ATP1B3	0.591584904412952	0	0	0	0
RPL21P28	0.587653325684113	0	0	0	0
NBPF10	1.19192325263892	0	0	0	0
IRS2	1.04488082412743	0	0	0	0
NOTCH2	1.01943486150372	0	0	0	0
CREM	0.554329733360412	0	0	0	0
FGD4	0.875160429060383	0	0	0	0
REL	0.398982252341788	0	0	0	0
SRRM2	0.635235145831812	0	0	0	0
LGALS2	1.437863516628	0	0	0	0
CORO1A	0.753733848454554	0	0	0	0
CYTIP	0.868049968803268	0	0	0	0
S100A4	0.365602894552925	0	0	0	0
RPL9	0.46490395139525	0	0	0	0
ZNF281	1.11774827796032	0	0	0	0
CRIP1	0.569071022102544	0	0	0	0.811846578780013
ZC3H12A	0.697202343982911	0.31389841311695	0	0	0
RPS15A	0.548162551599648	0	0	0	0
PNPLA8	0.785436131284984	0	0	0	0
CD36	0.618245414526533	0.607157469503337	0	0	0
STK10	0.954852292590251	0	0	0	0
RPS23	0.51636646272421	0	0	0	0
CSTA	0.98257713132883	0	0	0	0
RPS15	0.389194943650422	0	0	0	0
RPS25	0.512504669640115	0	0	0	0
EIF1	0.267086373997003	0	0	0	0
PID1	0.711498167180648	0	0	0	0
RPL27	0.436848261695543	0	0	0	0
RPS4X	0.666899739739935	0	0	0	0
PIM3	0.472961300057091	0.576211206453266	0	0	0
AHNAK	0.523781387402281	0	0	0	0
RPL4	0.524139013379509	0	0	0	0
INSR	1.44729962872876	0	0	0	0
JUND	0.36900951630277	0	0	0	0
PFDN5	0.462565883456017	0	0	0	0
MCL1	0.470017237734866	0	0	0	0
RPL17	0.552519158946422	0	0	0	0
NCR3LG1	1.21722630389395	0	0	0	0
DIAPH1	0.849671921105418	0	0	0	0
GLTSCR2	0.675356790873418	0	0	0	0
RYBP	0.767036111627901	0	0	0	0
ZFC3H1	0.600264278751284	0	0	0	0
RPL5	0.483746851679143	0	0	0	0
SOD2	0.282733492879338	0.388943980277409	0	0	0
RPS29	0.605192063956886	0	0	0	0
MEGF9	1.19127143877506	0	0	0	0
EEF1D	0.46945335030829	0	0	0	0
JOSD1	0.822889156189356	0	0	0	0
CD48	0.652158293141197	0.534282387568106	0	0	0
TNFAIP6	1.1323481841197	0	0	0	0
RPL10	0.309863096957287	0	0	0	0
NFAT5	1.15228780406359	0	0	0	0
RPL8	0.320572311125419	0	0	0	0.280937461563206
EMP3	0.458889168091227	0.294421899300193	0	0	0
RPL7A	0.43176860154657	0	0	0	0
ATG2A	1.04904998074735	0	0	0	0
LSP1	0.467965395935418	0	0	0	0.321539016579328
METTL9	0.733087113038587	0	0	0	0
PTPRE	0.636009114412704	0	0	0	0
ADD3	0.80203384973189	0	0	0	0
PHLDB1	1.37900575243447	0	0	0	0
TUBA4A	1.14770378268628	0	0	0	0
TNIP1	0.85451660929516	0.696801016627396	0	0	0
H3F3AP4	0.39713971721339	0.531194568142308	0	0	0
GCH1	0.286945419398049	1.40548633974059	0	0	0
ADA	0.932072202822863	0	0	0	0
BIRC3	0.623375389761668	0	0	0	0
SAT1	0.267559531309224	0	0	0	0
CXCL8	0.272311648055428	0	0.333290517409719	0	0
SPATA13	1.04344167328053	0	0	0	0
BACH1	1.18630968403903	0	0	0	0
NBPF14	0.888888118888229	0	0	0	0
LIMD2	0.668414515947847	0.479288939424081	0	0	0
PPM1F	1.53108986516054	0	0	0	0
RPL35A	0.559444163464023	0	0	0	0
RNF144B	1.04970753575238	0	0	0	0
MFSD2A	0.936409694824548	0	0	0	0
IL6R	0.955039134690745	0	0	0	0
SIRPA	0.372354031880787	0	0	0	0
NOCT	1.01209282882867	0	0	0	0
ITPRIP	0.850441663165361	0	0	0	0
DUSP2	0.341377232877234	0	0	0	0
VCL	0.671823892031477	0	0	0	0.75935151074766
RPL36	0.42488805370396	0	0	0	0
AMPD3	0.484683180267623	0	0.252028864326286	0	0
NFE2L2	0.465901234927206	0	0	0	0
CTSS	0.382053071965428	0	0	0	0
LRRFIP1	0.36797509303893	0	0	0	0
DGKD	1.49395205162574	0	0	0	0
RPS21	0.752157500475175	0	0	0	0
MYH9	0.540087831941037	0	0	0	0
RARA	0.79341411779336	0	0	0	0
LCP1	0.363740779256793	0.759599913017242	0	0	0
CSNK1G2	0.589503786439574	0	0	0	0
KCTD20	0.936609138862663	0	0	0	0
IL1RN	0.609846801049214	0.415556334041753	0	0	0
DHX34	1.19750463349344	0	0	0	0
ETS2	0.467838024211557	0	0	0	0
PFKFB3	0.76139932194286	0	0	0	0
FPR1	0.391143256609318	0.490309837945384	0	0	0
STX11	0.497898695090735	0.496572694921372	0	0	0
THAP2	1.04694685296226	0	0	0	0
UBA52	0.320989529473138	0	0	0	0
VPS37B	0.935842179870664	0	0	0	0
CAPN2	0.662746473905345	0	0	0	0
MOB3A	0.825680134137163	0	0	0	0
TREM1	0.521088840919851	0	0	0	0.496349402431979
ZEB2	0.488391237609718	0	0	0	0
OGDH	0.785739052059134	0	0	0	0
SERPINB1	0.689117030269689	0.457077222772034	0	0	0
MED29	0.34581050551277	0	0	0	0
LILRA1	1.02928192743424	0.697185332090454	0	0	0
BTK	0.32276173316168	0	0	0	0
LILRB2	0.680758644988799	0.655985733788411	0	0	0
C9orf72	0.567457508961492	0	0	0	0
EVI2B	0.693362045208655	0	0	0	0
RPL3	0.294285915188496	0	0	0	0
SMAP2	0.479730897542376	0	0	0	0
RPL38	0.565426107215012	0	0	0	0
MIR3654	0.721790692614132	0	0	0	0
CD37	0.567660024700948	0	0	0	0
IVNS1ABP	0.638904251090072	0	0	0	0
MYO9B	0.69562072122794	0	0	0	0
ICAM1	0.465943362107768	0.291453989015166	0	0	0
ZAK	0.923420218233737	0	0	0	0.457635108046862
NFKBID	0.731574862047072	0	0	0	0
EIF3L	0.673855909699742	0	0	0	0
SLC39A8	1.06359723150206	0.335697739676557	0	0	0
STK17B	0.771090194110898	0	0	0	0
FAM49A	0.724828693149616	0	0	0	0
CTDSP1	1.41107308397761	0	0	0	0
LOC145474	0.591194995754643	0	0	0	0
SPN	0.959493833829577	0	0	0	0.69517667952818
PRKCB	0.552955212576087	1.03475694570151	0	0	0
SERP1	0.45279569342797	0.251749167417773	0	0	0
HIVEP2	0.616705643788817	0	0	0	0
SLC9A8	0.92891122369138	0	0	0	0
DESI1	0.261322284655131	0	0	0	0
TMPO	0.536155719065218	0	0	0	0
ZBTB43	0.840163321686805	0	0	0	0
TNFAIP2	0.322191430944262	0.994267641308588	0	0	0
TLR2	0.479243913061286	0	0	0	0
AGO2	1.0906510462281	0	0	0	0
STAT5B	1.02014336290499	0	0	0	0
IQSEC1	0.651144649007067	0	0	0	0
NAP1L4	0.434662904771261	0	0	0	0
MYD88	0.38141056784068	0.808791675523629	0	0	0
GRASP	0.67371311487808	0	0	0	0
SLC43A2	0.535939151862442	0.742461435415976	0	0	0
RPS7	0.398179571627796	0	0	0	0
SIPA1L1	0.373705265085608	0	0	0	0
PTK2B	1.07846094374245	0	0	0	0
ELL2	0.411165290402052	0	0.268384231718082	0	0
POU2F2	0.619721106415184	0	0	0	0
ATP11B	0.930959092818845	0	0	0	0
SLCO3A1	0.592584269451467	0	0	0	0
SHKBP1	0.68575501976604	0	0	0	0.266286253604929
CDC42EP3	0.693506940798981	0	0	0	0
RPS20	0.280787237058227	0	0	0	0
RPS27A	0.287641009746417	0	0	0	0
ITGB2-AS1	0.677474552354965	0.953091107225914	0	0	0
CCND3	0.76097247366863	0	0	0	0
SIK3	1.04445639452931	0	0	0	0
BCL6	1.21486759936729	0	0	0	0
TMC6	0.409505256281251	0	0	0	0
FBXW7	0.985888746828736	0	0	0	0
RBM39	0.450382344911791	0	0	0	0
PNPLA2	0.630302504440957	0	0	0	0
ACSL5	0.723932831605414	0	0	0	0
CDH23	1.24462666336789	0	0	0	0
SNHG5	0.558969853587072	0	0	0.339972073242951	0
MGEA5	0.260423235358194	0	0	0	0
CDK5RAP3	0.272263629805767	0	0	0	0
APLP2	0.534058198772294	0	0	0	0.334050331952394
HPS5	0.468325957833573	0	0	0	0
SNX22	0.497457914953507	0	0	0	0
NAP1L1	0.591267829082796	0	0	0	0
CDKN1A	0.300671125323441	0.535896396279024	0	0	0
KIAA1683	0.465058828992607	0	0	0	0
SSH2	0.385691882771667	0	0	0	0
DDIT4	0.587572330623141	0	0	0	0
DUSP16	0.885466603676146	0	0	0	0
SMCHD1	0.613404549561988	0	0	0	0
TRAF1	0.556976654468208	0	0	0	0
GPAA1	0.273662252999121	0	0	0	0.337084711414804
VEGFA	0.60317886723394	0	0	0	0
ILF3-AS1	0.577384404933363	0	0	0	0
CSGALNACT2	0.81695522185068	0	0	0	0
GPR65	0.316783448393738	0	0.320496027429467	0	0
MYO1G	0.700995346232482	0.533697611889166	0	0	0
FAU	0.398932499817849	0	0	0	0
PPP2CA	0.750169698399024	0	0	0	0
ANKRD10	0.253247956546688	0	0.342767044002263	0	0
SUN2	0.75055884378921	0.541912351738722	0	0	0
MAP1LC3B2	0.290549493274569	0	0	0	0
NAB1	0.961475800493818	0	0	0	0
MAP3K3	0.744602978726312	0	0	0	0
HK3	1.22629379581296	0	0	0	0.319661360331047
MKNK2	0.659916149409268	0	0	0	0
VDR	1.03322255694878	0.349202903523615	0	0	0
OGT	0.687848181813821	0	0	0	0
ETF1	0.604846596595942	0	0	0	0
CPD	0.898027286877611	0	0	0	0
TP53INP2	0.630929245454741	0	0	0	0
RNF24	0.966141474310654	0.419975677843158	0	0	0
TOM1	0.68407030616081	0	0	0	0
SESTD1	0.526836605122591	0	0	0	0
BID	0.392757171781914	0.643189467990582	0	0	0
CHMP1B	0.313762394062546	0	0	0	0
RBBP8	0.988049302648372	0	0	0	0
GPAT4	0.651603597446893	0	0	0	0
FKBP5	0.676316040068517	0	0	0	0
DDX3X	0.422474657640644	0	0	0	0
NINJ1	0.284090361390768	0.532309341112483	0	0	0
PSMD13	0.270274251843536	0	0	0	0
EMILIN2	0.665538045777907	0	0	0	0
PPCS	0.288519875967109	0	0	0	0
NDST2	0.759858980635188	0	0	0	0
DNAJC7	0.263146545148009	0.398017790595443	0	0	0
LINC01004	0.670044486464721	0	0	0	0
MAZ	0.260484325639538	0	0	0	0
SULT1A1	0.632232370558012	0	0	0	0.608794498349483
NOD2	0.899816791998372	0	0	0	0
SERPINB8	0.682903818961226	0	0	0	0
GPCPD1	0.526834243269113	0.523635388387985	0	0	0
TRPM7	0.486838525220163	0	0	0	0
STK38	0.988776612668757	0	0	0	0
RPSA	0.342276723498339	0	0	0	0
SUZ12	0.316776784062886	0	0	0	0
RALGAPA1	0.594080473926932	0	0	0	0
HNRNPU	0.344161047270517	0	0	0	0
IRAK2	0.508100022195305	0	0	0	0
B4GALT5	1.09587472472704	0.540153523668165	0	0	0
SZRD1	0.406691917192762	0.482474646225665	0	0	0
ARHGEF1	0.858835455482357	0	0	0	0
CSK	0.33236461622254	0	0	0	0
QRICH1	0.284874516861359	0	0	0	0
QSOX1	0.727400197054466	0	0	0	0.29701277412783
ABCF1	0.355914592534864	0	0	0	0
MPEG1	0.376075736729167	0	0	0	0
NBPF9	0.804769332495467	0	0	0	0
EPM2AIP1	0.520692657001758	0	0	0	0
RPL10A	0.409960030271602	0	0	0	0
NACA	0.404983776171298	0	0	0	0
GPS2	0.434978888441864	0	0	0	0
SLC12A9	0.294671429136482	0	0	0	0
NDUFS6	0.265714335086341	0	0	0	0
SIAH2	0.579408328377767	0	0	0	0
PIK3R5	0.999780294591857	0	0	0	0
ITGAL	0.790691545355115	0.443257858784373	0	0	0
RPL22	0.325257873905984	0	0	0	0
CFDP1	0.264170116837276	0	0	0	0
SELL	0.441021207268933	1.58853053166289	0	0	0
AGPAT4	0.894127726630561	0	0	0	0
MYADM	0.575694425493424	0	0	0	0
RIN3	0.561020162623149	0	0	0	0
LINC-PINT	0.655901529694925	0	0	0	0
SPAG9	0.662117081238297	0	0	0	0
TLE4	0.627409844558018	0	0	0	0
EMC1	0.580652986630214	0	0	0	0
UBE2R2	0.62936481985593	0	0	0	0
USP15	0.78479361201416	0	0	0	0
VMP1	0.444196007824501	0	0	0	0
SLC44A1	1.00028330567174	0	0	0	0
CCRL2	0.423916502638424	0	0	0	0
LATS2	0.807885479196215	0	0	0	0
METTL7A	0.526246788314444	0	0	0	0
PITPNB	0.447641485512579	0	0	0	0
LILRA2	0.473393101179975	0.742024068847657	0	0	0.573643831844865
CEBPD	0.256135402839854	0	0.598820284371072	0	0
TBC1D9B	0.308488352144585	0	0	0	0
LOC101243545	0.296566689929952	0	0	0	0
CCNT1	0.781060122982845	0	0	0	0
CREBBP	0.646659665532661	0	0	0	0
RIF1	0.333112266305323	0	0	0	0
MPHOSPH8	0.332569065047522	0	0	0	0
RNF175	0.697393847204748	0	0	0	0
AFF4	0.311397697160365	0	0.257982424950626	0	0
PRAM1	0.77931261328659	0	0	0	0.449385815952888
MRPL53	0.266170020701069	0	0	0	0
DENR	0.334444948660326	0	0	0	0
SEC24A	0.570244611929146	0	0	0	0
TRA2A	0.473926328614783	0	0	0	0
CHD2	0.617599622391093	0	0	0	0
GUCD1	0.52286535238725	0	0	0	0
SPIDR	0.599197098020803	0	0	0	0
SELK	0.335100381022183	0	0	0	0
FBXO34	0.492760450526506	0	0.446004870630706	0	0
GPBP1	0.531372747640029	0.475399292826306	0	0	0
SDE2	0.557619419433521	0	0	0	0
ABHD5	0.850273810734651	0	0	0	0
VPS4B	0.350515495778317	0	0	0	0
SETX	0.415135736479554	0	0	0	0
HECA	0.703244610692626	0	0	0	0
PDPK1	0.48315051122873	0	0	0	0
DLGAP4	0.33593790101874	0	0	0	0
SYTL3	1.16699391354274	0	0	0	0
GMFG	0.395636991455617	0	0	0	0
UPP1	0.419641682373134	0	0	0	0.343774222429343
LMO2	0.432976706886151	0.712289758297935	0	0	0
HGSNAT	0.50838061191955	0	0	0	0
FAM21A	0.393980052445289	0	0	0	0
FTH1P3	0.358408459501262	0	0	0	0
PHF20L1	0.454846566722995	0	0	0	0
ZC3H18	0.73758556126847	0	0	0	0
PLP2	0.544069270155221	0	0	0	0.388935166153892
GRAMD1A	0.962253396424427	0	0	0	0
CSNK1D	0.813904792242274	0	0	0	0
FLT1	0.72882796735519	0	0	0	0
SUGT1	0.392275334572513	0	0	0	0
LTBR	0.359155434006259	0	0	0	0
IDO1	0	3.29879349467487	0	0	0
CXCL10	0	2.40219259212921	0	0	0
WARS	0	2.26017993432144	0	0	0
GBP1	0	2.30726647361408	0	0	0
VAMP5	0	2.21214121536155	0	0	0
SLAMF7	0	2.00541856460658	0	0	0
GBP5	0	2.39450405630066	0	0	0
GBP4	0	2.08360194475848	0	0	0
APOBEC3A	0	1.9640025568216	0	0	0
CXCL11	0	3.58451114589521	0	0	0
TYMP	0	0.946328158529663	0	0	0
APOL3	0	2.30378075163634	0	0	0
ANKRD22	0	1.82431850557721	0	0	0
TAP1	0	1.51097421904831	0	0	0
RARRES3	0	1.85493876014822	0	0	0
HLA-B	0	0.560764442571678	0	0	0
CXCL9	0	2.08459969686778	0	0	0
PSME2	0	1.28449885337766	0	0	0
FAM26F	0	1.54754919109115	0	0	0
PPA1	0	1.74581048566614	0	0	0
TNFSF10	0	1.67998638614441	0	0	0
GBP2	0	1.28860583575555	0	0	0
STAT1	0	1.16233515436091	0	0	0
LAP3	0	1.23395941249535	0	0	0
HAPLN3	0	1.81276706535922	0	0	0
LILRB1	0	1.41005353745067	0	0	0
PSTPIP2	0	1.55903720336259	0	0	0
TMSB10	0	0.597082546835769	0	0	0
C15orf48	0	1.48360229776575	0	0	0
PSMB9	0	1.19147509934119	0	0	0
SECTM1	0	1.10337776528193	0	0	0
FYB	0	0.908619185458373	0	0	0
LRRK2	0	1.55478909497485	0	0	0
IRF1	0	1.19387947023839	0	0	0
IRG1	0	2.0228851921156	0	0	0
GBP1P1	0	3.23927604710429	0	0	0
UBE2L6	0	1.26976935136081	0	0	0
PLAC8	0	1.46684699282653	0	0	0
SNX10	0	1.16475947845613	0	0	0
ACTB	0	0.526223459166866	0	0	0
IFITM1	0	1.20004062592384	0	0	0
MYOF	0	1.71595589627244	0	0	0
PARP14	0	1.1399939644252	0	0	0
HIVEP3	0	1.78244173431622	0	0	0
ATF5	0	1.38096052323272	0	0	0
APOL2	0	1.40963897356646	0	0	0
IFI30	0	0.566288801929003	0	0	0.390966055399222
APOBEC3B	0	1.22181005284887	0	0	0
ETV7	0	2.20946434912051	0	0	0
HLA-A	0	0.374211402903315	0	0	0
TGM2	0	1.23602517308793	0	0	0
ISG20	0	1.18060680930112	0	0	0
IFITM3	0	0.693840952528006	0	0.412041172540708	0
PSMB10	0	0.901841908323512	0	0	0
NCF1C	0	0.797262304487527	0	0	0
SH3BGRL3	0	0.497835038470201	0	0	0
LY6E	0	0.828683017087209	0	0	0
SMCO4	0	1.16775724266188	0	0	0
STAT2	0	0.855423609271751	0	0	0
PLEK	0	0.780585665681372	0	0	0
CD274	0	1.56070474998291	0	0	0
RNF213	0	0.852170219411976	0	0	0
CCR2	0	1.59094955779159	0	0	0
APOL6	0	1.12865638184345	0	0	0
EFHD2	0	0.684333551071134	0	0	0
TAPBP	0	0.656957225821021	0	0	0
PSMB8	0	0.90001100139861	0	0	0
SERPINA1	0	0.525378889603831	0	0	0.585433588954914
IRF7	0	1.13678312666863	0	0	0
GABARAP	0	0.464875496135597	0	0	0
SAMD9L	0	0.83337961092314	0	0	0
ERAP2	0	1.02563388357002	0	0	0
EPSTI1	0	0.990167736298381	0	0	0
MVP	0	1.00640227466511	0	0	0
CD38	0	1.58673428583617	0	0	0
NAPSB	0	0.949747320981261	0	0	0
CD40	0	0.880460266832296	0.538795707978069	0	0
JAK2	0	1.24464368659806	0	0	0
FCGR1A	0	0.813754314971341	0	0	0
PIM1	0	1.21152823708119	0	0	0
PRELID1	0	0.718893135202847	0	0	0
PFN1	0	0.299981299755032	0	0	0
FTH1	0	0.358788792340441	0	0	0
PSME1	0	0.649369670690949	0	0	0
JAK3	0	1.16656968003004	0	0	0
RSAD2	0	1.38300366745729	0	0	0
CASP1	0	0.963598813939601	0	0	0
GBP3	0	1.27617904158925	0	0	0
PLEKHO1	0	0.952638064540058	0	0	0
RAB24	0	0.977593233769836	0	0	0
LMNB1	0	1.29239859469283	0	0	0
GRINA	0	0.81183167645077	0	0	0
BAZ1A	0	0.827975517637606	0	0	0
FPR2	0	0.850787888030522	0	0	0
MT2A	0	0.40300575135327	0	0	0
IFI35	0	0.996289567633104	0	0	0
LILRA4	0	1.05914366229712	0	0	0
ATP5E	0	0.431619879610163	0	0	0
ISG15	0	0.650755621829425	0	0	0
HMGA1	0	0.973590530986018	0	0	0
TNFSF13B	0	0.762795465828239	0	0	0
FBXO6	0	1.15493180374383	0	0	0
SERPING1	0	0.390280622222002	0.429897647087713	0.371463759349274	0
CSF2RB	0	1.25445497623815	0	0	0
SCIMP	0	1.14202606367855	0	0	0
SP110	0	0.850960259874852	0	0	0
HLA-C	0	0.270255195693633	0	0	0
ATG3	0	0.685296366897806	0	0	0
CNDP2	0	0.818429347273313	0	0	0
CUL1	0	0.885518319293136	0	0	0
FCGR1B	0	1.14414821826919	0	0	0
CAMK2D	0	1.254487449972	0	0	0
RIPK2	0	0.626345430416036	0	0	0
SQRDL	0	0.700908311832776	0	0	0
HLA-F	0	0.616518351397902	0	0	0
KCNJ2	0	1.5161300666369	0	0	0
NCF1	0	0.672785982284345	0	0	0
IL4I1	0	0.847755073073464	0.417829511342083	0	0
ADGRE5	0	0.553764452821101	0	0	0
LGALS9	0	0.623681339377512	0	0	0
PIK3AP1	0	1.15016935921489	0	0	0
